852775217722032128,Fri Apr 14 06:47:10 +0000 2017,"RT @CandideBooks: สวัสดีวันหยุด ฟังเพลงจากแผ่นไวนิลส่วนตัวของมูราคามิกันค่ะ เพลงเหล่านี้ไปปรากฏในหนังสือของเขาหลายเล่มเลย 
https://t.co/eG9…",291685475,clumsyz,Mon May 02 13:09:14 +0000 2011,นะริน,s e n s i t i v e h u m a n,en,http://pbs.twimg.com/profile_images/821051843736309760/Nq5W8KEy_normal.jpg,64,295,1,389,recent,th
852787952581189632,Fri Apr 14 07:37:46 +0000 2017,"RT @CandideBooks: สวัสดีวันหยุด ฟังเพลงจากแผ่นไวนิลส่วนตัวของมูราคามิกันค่ะ เพลงเหล่านี้ไปปรากฏในหนังสือของเขาหลายเล่มเลย 
https://t.co/eG9…",484917600,Tappaew,Mon Feb 06 16:48:17 +0000 2012,Tappaew,"",en,http://pbs.twimg.com/profile_images/847045654836797440/D7iPvfty_normal.jpg,63,260,2,1029,recent,th
852792054107095043,Fri Apr 14 07:54:04 +0000 2017,"""อย่าได้เผาชีวิตตัวเองทิ้งไปในการฝืนใจทำ"" - ด้วยรัก ความตาย หัวใจสลาย/ Haruki Murakami https://t.co/rCYNUXIKEf",799471243292393472,mamalalajj,Fri Nov 18 04:36:12 +0000 2016,llmmJin,🤴🏻🤴🏻🤴🏻🤴🏻🤴🏻🤴🏻🤴🏻💚🕊 //// #진영 ////.... อย่าสูญสิ้นความอดทน 🍀🌸🍃🍂 Good vibes 🤴🏻🌹🦊,th,http://pbs.twimg.com/profile_images/848424358917718016/DzCGoOBz_normal.jpg,22,326,22,4289,recent,th
852799218813030401,Fri Apr 14 08:22:32 +0000 2017,"RT @CandideBooks: สวัสดีวันหยุด ฟังเพลงจากแผ่นไวนิลส่วนตัวของมูราคามิกันค่ะ เพลงเหล่านี้ไปปรากฏในหนังสือของเขาหลายเล่มเลย 
https://t.co/eG9…",838023700788097024,quintez002,Sat Mar 04 13:49:54 +0000 2017,Melte Ginse,"Give me back the happy days //No one saves you ,save yourself. ซื้อหนังสือ dmมาได้เลยค่ะ",th,http://pbs.twimg.com/profile_images/846291881080250368/hsyLQMGf_normal.jpg,8,112,0,165,recent,th
852816991953932289,Fri Apr 14 09:33:10 +0000 2017,"RT @CandideBooks: สวัสดีวันหยุด ฟังเพลงจากแผ่นไวนิลส่วนตัวของมูราคามิกันค่ะ เพลงเหล่านี้ไปปรากฏในหนังสือของเขาหลายเล่มเลย 
https://t.co/eG9…",622161903,JJMysterious,Fri Jun 29 17:23:41 +0000 2012,JJMystery,ร่างนี้ไว้เวิ่นทั้งฟิคและคู่ OTP กับอะไรที่อยากเวิ่นไปเรื่อยเปื่อย ^^ #ฟอลแต่อะไรไม่เครียด! '이제부터 시작이야' - อย่าตามมานี่หลง ...หลงพี่ชายล้ะเกินนน #รักนะคะพี่ชายยย,en,http://pbs.twimg.com/profile_images/795589761037541376/-t6Owr0G_normal.jpg,680,198,2,4263,recent,th
852824353049788416,Fri Apr 14 10:02:25 +0000 2017,"RT @CandideBooks: สวัสดีวันหยุด ฟังเพลงจากแผ่นไวนิลส่วนตัวของมูราคามิกันค่ะ เพลงเหล่านี้ไปปรากฏในหนังสือของเขาหลายเล่มเลย 
https://t.co/eG9…",79990819,greynblue_,Mon Oct 05 10:47:23 +0000 2009,GREY,"ธรรมดา แต่ไม่ค่อยปกติ / a lonely weirdo / my world is grey, my life is blue, and i love them",en,http://pbs.twimg.com/profile_images/507186930916679680/cBFN0IZd_normal.jpeg,300,345,1,6026,recent,th
852842364079034368,Fri Apr 14 11:13:59 +0000 2017,"RT @CandideBooks: สวัสดีวันหยุด ฟังเพลงจากแผ่นไวนิลส่วนตัวของมูราคามิกันค่ะ เพลงเหล่านี้ไปปรากฏในหนังสือของเขาหลายเล่มเลย 
https://t.co/eG9…",3243816108,nonglak19888,Sat Jun 13 04:19:58 +0000 2015,Tiramisu 🍮,"Happiness is an attitude we either makes ourselves miserable or happy and strong.It is your choice.
Bangkok Thailand",en,http://pbs.twimg.com/profile_images/830230559045492736/qzZa894A_normal.jpg,22,152,5,2121,recent,th
852849314715926532,Fri Apr 14 11:41:36 +0000 2017,"RT @CandideBooks: สวัสดีวันหยุด ฟังเพลงจากแผ่นไวนิลส่วนตัวของมูราคามิกันค่ะ เพลงเหล่านี้ไปปรากฏในหนังสือของเขาหลายเล่มเลย 
https://t.co/eG9…",2991223927,_nuvvtan,Tue Jan 20 13:23:59 +0000 2015,' ( ɴ ᴜ ᴍ ᴛ ᴀ ɴ,นักศึกษามะนุดเอกญุ่น • ทาส (แมว) ไร้นาย | → ▪ MURAKAMI ▪ SHK ▪ SHIINARINGO ▪ KOHH ▪ DAOKO ▪ Pun (คามิโอชิ 👑) Satchan BNK48 ▪ #FSPJ,th,http://pbs.twimg.com/profile_images/844169593903968256/SWxgG7I__normal.jpg,88,342,1,749,recent,th
852850432758079489,Fri Apr 14 11:46:03 +0000 2017,"RT @CandideBooks: สวัสดีวันหยุด ฟังเพลงจากแผ่นไวนิลส่วนตัวของมูราคามิกันค่ะ เพลงเหล่านี้ไปปรากฏในหนังสือของเขาหลายเล่มเลย 
https://t.co/eG9…",423072379,wnos_28,Mon Nov 28 01:54:04 +0000 2011,Laika,Lost in the universe //เสี้ยวความรู้สึกจริง ในโลกสมมติ // [旅の仲間],th,http://pbs.twimg.com/profile_images/853261488311500800/msyPwJ_g_normal.jpg,321,440,19,11151,recent,th
852894999842701313,Fri Apr 14 14:43:08 +0000 2017,"""ไม่มีความจริง ความปรารถนาดี หรือความใจดีใดที่เยียวยาความเศร้าได้ เราทำได้แค่เฝ้ามองไปจนจบและเรียนรู้จากมัน""
-Haruki Murakami-
#AfterPartty",771924342196281345,TPaperless,Sat Sep 03 04:14:39 +0000 2016,The Paperless,[โหมดเพ้อของ] เว็บไซต์ข่าววรรณกรรม ศิลปะ วัฒนธรรม และความเคลื่อนไหวหนังสือทั่วโลก l ติดตามแบบไม่เพ้อทางเฟซบุ๊ค https://t.co/JDl7GhKvi0,th,http://pbs.twimg.com/profile_images/829687094842765312/hTZbKgz6_normal.jpg,606,62,3,22,recent,th
852895650333118465,Fri Apr 14 14:45:43 +0000 2017,"RT @TPaperless: ""ไม่มีความจริง ความปรารถนาดี หรือความใจดีใดที่เยียวยาความเศร้าได้ เราทำได้แค่เฝ้ามองไปจนจบและเรียนรู้จากมัน""
-Haruki Muraka…",622161903,JJMysterious,Fri Jun 29 17:23:41 +0000 2012,JJMystery,ร่างนี้ไว้เวิ่นทั้งฟิคและคู่ OTP กับอะไรที่อยากเวิ่นไปเรื่อยเปื่อย ^^ #ฟอลแต่อะไรไม่เครียด! '이제부터 시작이야' - อย่าตามมานี่หลง ...หลงพี่ชายล้ะเกินนน #รักนะคะพี่ชายยย,en,http://pbs.twimg.com/profile_images/795589761037541376/-t6Owr0G_normal.jpg,680,198,2,4263,recent,th
852896080077348864,Fri Apr 14 14:47:26 +0000 2017,"RT @TPaperless: ""ไม่มีความจริง ความปรารถนาดี หรือความใจดีใดที่เยียวยาความเศร้าได้ เราทำได้แค่เฝ้ามองไปจนจบและเรียนรู้จากมัน""
-Haruki Muraka…",144326506,biCKid,Sun May 16 00:17:57 +0000 2010,bk,"นักเดินทางผ่านตัวอักษร
มีมุมมองผ่านเลนส์แว่น😊",th,http://pbs.twimg.com/profile_images/833623545494188033/2vdCn_A4_normal.jpg,14,78,0,7088,recent,th
852896098687401984,Fri Apr 14 14:47:30 +0000 2017,"RT @TPaperless: ""ไม่มีความจริง ความปรารถนาดี หรือความใจดีใดที่เยียวยาความเศร้าได้ เราทำได้แค่เฝ้ามองไปจนจบและเรียนรู้จากมัน""
-Haruki Muraka…",600011597,wunpo,Tue Jun 05 10:46:27 +0000 2012,moon and back🌒,ลามะลิลา ขึ้นต้นเป็นมะลิซ้อน พอแตกใบอ่อนเป็นมะลิลา,th,http://pbs.twimg.com/profile_images/853997935960313860/Yj7qeOgd_normal.jpg,295,410,7,3088,recent,th
852896214290898945,Fri Apr 14 14:47:58 +0000 2017,"RT @TPaperless: ""ไม่มีความจริง ความปรารถนาดี หรือความใจดีใดที่เยียวยาความเศร้าได้ เราทำได้แค่เฝ้ามองไปจนจบและเรียนรู้จากมัน""
-Haruki Muraka…",65867394,Hed_FanG,Sat Aug 15 09:33:01 +0000 2009,F. The Hobbit 🐘,Cactus | Gunpla | Anime | Jung Jessica | Hwang SinB | ขี้บ่น | JustThinking : เพราะครั้งหนึ่งที่ผิดพลาด คือความฉลาดที่เพิ่มขึ้นอีกหนึ่งขั้น ☺,en,http://pbs.twimg.com/profile_images/850988294280052737/4eEtooEb_normal.jpg,1664,314,13,5956,recent,th
852896371283640321,Fri Apr 14 14:48:35 +0000 2017,"RT @TPaperless: ""ไม่มีความจริง ความปรารถนาดี หรือความใจดีใดที่เยียวยาความเศร้าได้ เราทำได้แค่เฝ้ามองไปจนจบและเรียนรู้จากมัน""
-Haruki Muraka…",241800275,Butterfly_Angle,Sun Jan 23 04:59:38 +0000 2011,สงสารผมเถอะครับ,คยอมแบม | การเดินทางของฉันและเธอคือความเมื่อยล้า ความเมื่อยล้าของเราสองคนคือความขี้เกียจเธอขี้เกียจและฉันขี้เกียจก็ทำให้เรามั่นใจว่า เราควรนอน,en,http://pbs.twimg.com/profile_images/824454047310569472/4EMtbPOy_normal.jpg,1739,721,25,4806,recent,th
